Old productid Id,New product Id
456491,531574
457262,531575
460382,531576
494350,531577
455988,531578
442375,531579
451373,531580
462683,531581
448820,531582
448851,531583
450294,531584
450295,531585
452101,531586
458360,531587
462761,531588
460230,531589
462800,531590
441065,531591
462762,531592
448307,531593
429586,531594
448238,531595
428768,531596
428770,531597
428771,531598
428772,531599
428773,531600
428518,531601
427727,531602
427728,531603
448876,531604
489251,531605
426560,531606
449536,531607
425240,531608
449558,531609
425270,531610
426485,531611
460228,531612
449467,531613
449466,531614
449465,531615
449464,531616
425257,531617
425261,531618
421740,531619
425266,531620
488398,531621
460225,531622
460227,531623
416987,531624
416002,531625
488360,531626
401309,531627
401310,531628
401311,531629
458367,531630
428924,531631
489822,531632
448926,531633
414686,531634
450057,531635
452099,531636
399467,531637
523055,531638
395137,531639
396255,531640
396256,531641
462854,531642
399424,531643
460226,531644
364792,531645
366352,531646
490039,531647
426422,531648
354828,531649
395116,531650
395138,531651
396257,531652
396258,531653
395771,531654
395750,531655
456783,531656
449379,531657
430066,531658
351108,531659
495754,531660
396380,531661
353118,531662
329502,531663
329503,531664
329504,531665
329505,531666
329506,531667
329507,531668
329349,531669
426618,531670
329289,531671
334083,531672
336912,531673
336913,531674
488392,531675
312342,531676
312348,531677
415078,531678
355676,531679
329466,531680
310353,531681
310308,531682
421681,531683
395120,531684
449473,531685
395117,531686
308743,531687
333495,531688
489716,531689
488381,531690
395337,531691
335538,531692
335537,531693
335536,531694
398871,531695
303804,531696
428763,531697
184802,531698
181950,531699
183522,531700
182619,531701
180599,531702
352749,531703
175632,531704
177956,531705
177957,531706
177958,531707
177959,531708
95464,531709
96169,531710
95922,531711
489775,531712
59101,531713
59102,531714
59104,531715
59103,531716
489475,531717
59105,531718
59106,531719
151352,531720
151426,531721
428766,531722
151269,531723
231903,531724
329393,531725
354751,531726
151427,531727
456800,531728
172544,531729
59077,531730
59078,531731
59079,531732
428764,531733
75560,531734
401353,531735
412144,531736
67565,531737
183562,531738
183563,531739
172489,531740
172782,531741
63629,531742
63403,531743
175387,531744
95627,531745
62597,531746
62600,531747
69760,531748
63394,531749
449537,531750
449539,531751
449541,531752
449542,531753
63408,531754
63410,531755
63413,531756
490463,531757
183400,531758
331350,531759
458719,531760
335535,531761
63722,531762
63746,531763
63747,531764
63748,531765
63750,531766
63759,531767
63774,531768
63789,531769
63872,531770
63876,531771
67578,531772
67579,531773
67580,531774
64063,531775
64064,531776
64068,531777
64077,531778
67570,531779
67571,531780
67572,531781
67574,531782
67576,531783
172491,531784
66024,531785
66124,531786
488397,531787
66121,531788
66126,531789
69792,531790
94130,531791
460224,531792
151398,531793
428839,531794
69878,531795
68721,531796
63794,531797
458150,531798
59080,531799
59082,531800
151353,531801
69881,531802
68731,531803
68732,531804
74723,531805
488361,531806
351902,531807
489761,531808
68733,531809
68725,531810
68729,531811
68730,531812
94625,531813
69963,531814
328906,531815
66993,531816
353446,531817
69797,531818
69799,531819
303995,531820
363563,531821
363566,531822
176898,531823
95925,531824
460231,531825
96170,531826
182950,531827
449562,531828
363450,531829
184721,531830
96171,531831
67564,531832
67566,531833
67567,531834
67568,531835
67715,531836
70402,531837
70403,531838
70404,531839
70413,531840
70414,531841
70415,531842
70416,531843
488396,531844
488395,531845
75558,531846
75562,531847
75563,531848
76927,531849
94197,531850
94468,531851
93992,531852
93993,531853
179063,531854
94032,531855
94047,531856
177446,531857
177445,531858
489970,531859
513990,531860
525800,531861
519904,531862
516279,531863
489399,531864
489400,531865
489699,531866
514867,531867
490038,531868
490628,531869
492709,531870
514899,531871
520785,531872
489550,531873
522539,531874
490454,531875
525803,531876
489565,531877
527910,531878
526611,531879
517556,531880
519588,531881
519690,531882
525805,531883
521072,531884
490452,531885
511570,531886
519024,531887
490255,531888
489743,531889
515129,531890
515128,531891
489962,531892
489961,531893
518221,531894
531550,531895
531430,531896
490469,531897
519748,531898
488352,531899
489220,531900
488382,531901
488399,531902
488405,531903
488406,531904
488375,531905
488404,531906
488408,531907
489759,531908
489253,531909
489477,531910
489471,531911
488342,531912
490665,531913
489570,531914
519830,531915
519829,531916
489830,531917
489001,531918
489002,531919
489481,531920
490077,531921
490462,531922
490267,531923
490471,531924
513883,531925
489430,531926
489522,531927
489402,531928
489404,531929
489424,531930
489551,531931
490022,531932
490453,531933
496585,531934
489748,531935
495356,531936
527908,531937
489734,531938
489568,531939
489572,531940
489603,531941
490078,531942
489701,531943
489712,531944
489792,531945
522640,531946
525804,531947
490001,531948
490002,531949
519752,531950
490178,531951
527923,531952
511183,531953
513935,531954
513870,531955
526632,531956
490641,531957
518043,531958
492061,531959
492253,531960
492255,531961
514078,531962
493781,531963
494260,531964
495755,531965
495756,531966
495757,531967
495758,531968
495759,531969
495760,531970
494354,531971
494578,531972
494663,531973
494874,531974
495175,531975
495253,531976
518324,531977
495566,531978
495762,531979
495763,531980
531535,531981
